Card ID,CIF Number,Card Type,Card Brand,Card Product Name,Issue Date,Expiry Date,Credit Limit,Status
3503630106904428,8498,Debit,jcb,JCB Young Debit,2007-10-04,2011-10-04,0,Expired
3554010400108901,3537,Debit,jcb,JCB Young Debit,2018-10-16,2022-10-16,0,Expired
3539632319472910,1145,Debit,jcb,JCB Young Debit,2025-10-03,2029-10-03,0,Active
3548384634896170,8710,Debit,jcb,JCB Young Debit,2015-09-18,2019-09-18,0,Expired
2299003578111320,8759,Credit,mastercard,Master Card Business World,2009-03-21,2013-03-21,153448663,Expired
2245645259027392,4205,Credit,mastercard,Mastercard Vàng,2010-04-12,2014-04-12,12712946,Expired
3586338487008898,8695,Debit,jcb,JCB Young Debit,2025-11-01,2029-11-01,0,Active
2246308550865841,4278,Credit,mastercard,Master Card Business World,2001-09-02,2005-09-02,207878928,Expired
3538356274683169,6934,Debit,jcb,JCB Young Debit,2002-05-11,2006-05-11,0,Expired
2225998385329578,1552,Credit,mastercard,Mastercard Vàng,2019-01-11,2023-01-11,41117963,Expired
5346194733423431,6459,Credit,mastercard,Master Card Business World,2009-01-02,2013-01-02,385122135,Expired
3557317204190317,6543,Debit,jcb,JCB Young Debit,2003-01-20,2007-01-20,0,Expired
3540358812542911,1465,Debit,jcb,JCB Young Debit,2023-01-13,2027-01-13,0,Active
3572876915421445,4337,Debit,jcb,JCB Young Debit,2023-01-06,2027-01-06,0,Active
2673410040389945,1084,Credit,mastercard,Master Card Business World,2013-05-04,2017-05-04,63200730,Expired
3533334273778681,7878,Debit,jcb,JCB Young Debit,2011-12-17,2015-12-17,0,Expired
2281704243376160,265,Credit,mastercard,Mastercard Vàng,2013-10-25,2017-10-25,19151236,Expired
3582292123234026,7823,Debit,jcb,JCB Young Debit,2019-03-26,2023-03-26,0,Expired
3503757609711347,5402,Debit,jcb,JCB Young Debit,2009-01-11,2013-01-11,0,Expired
2720979057277626,4070,Credit,mastercard,One World Mastercard,2020-05-29,2024-05-29,158529247,Expired
3517784092300192,2349,Debit,jcb,JCB Young Debit,2008-07-21,2012-07-21,0,Expired
3599742680624135,3953,Debit,jcb,JCB Young Debit,2016-08-15,2020-08-15,0,Expired
2295140229979095,7971,Credit,mastercard,One World Mastercard,2021-09-09,2025-09-09,479447631,Active
3590181297856740,3893,Debit,jcb,JCB Young Debit,2009-02-03,2013-02-03,0,Expired
5353843755163297,3059,Credit,mastercard,Mastercard Vàng,2013-02-08,2017-02-08,19280268,Expired
3539930809570445,819,Debit,jcb,JCB Young Debit,2012-12-05,2016-12-05,0,Expired
3517127616902467,6269,Debit,jcb,JCB Young Debit,2015-10-24,2019-10-24,0,Expired
2277328440210059,9972,Credit,mastercard,One World Mastercard,2003-08-06,2007-08-06,88497687,Expired
3508245450498334,3596,Debit,jcb,JCB Young Debit,2002-10-21,2006-10-21,0,Expired
5475744359064845,1144,Credit,mastercard,Mastercard Vàng,2014-06-04,2018-06-04,22710336,Expired
2712531365947539,963,Credit,mastercard,One World Mastercard,2025-08-18,2029-08-18,381700300,Active
2232556753746418,7207,Credit,mastercard,Mastercard Vàng,2024-01-22,2028-01-22,43533205,Active
2720244424078953,3154,Credit,mastercard,Master Card Business World,2001-01-01,2005-01-01,379340405,Expired
3548291540518386,1534,Debit,jcb,JCB Young Debit,2021-08-15,2025-08-15,0,Active
5232162676946830,4113,Credit,mastercard,Master Card Business World,2023-12-21,2027-12-21,417866608,Active
2229686818775972,6732,Credit,mastercard,One World Mastercard,2023-07-08,2027-07-08,101793810,Active
3503925107290391,2300,Debit,jcb,JCB Young Debit,2004-09-18,2008-09-18,0,Expired
2255137459858039,5695,Credit,mastercard,One World Mastercard,2011-08-31,2015-08-31,94799719,Expired
2242906861585216,8545,Credit,mastercard,Master Card Business World,2007-04-16,2011-04-16,254256806,Expired
3508688778056864,794,Debit,jcb,JCB Young Debit,2014-02-06,2018-02-06,0,Expired
3572274096097343,9041,Debit,jcb,JCB Young Debit,2005-12-09,2009-12-09,0,Expired
3572299873629554,8850,Debit,jcb,JCB Young Debit,2016-03-02,2020-03-02,0,Expired
2250626203334672,125,Credit,mastercard,Master Card Business World,2013-12-30,2017-12-30,64005772,Expired
5335516583137658,144,Credit,mastercard,Mastercard Vàng,2007-04-17,2011-04-17,43238078,Expired
5219174755204970,9902,Credit,mastercard,Master Card Business World,2020-07-08,2024-07-08,259321928,Active
3542881180649172,8211,Debit,jcb,JCB Young Debit,2001-07-17,2005-07-17,0,Expired
2253110832689076,517,Credit,mastercard,Master Card Business World,2004-04-05,2008-04-05,412948032,Expired
5113633799168712,7929,Credit,mastercard,Master Card Business World,2006-08-22,2010-08-22,130911742,Expired
2715366809337824,8356,Credit,mastercard,One World Mastercard,2025-06-20,2029-06-20,380155190,Active
3579343645073569,4008,Debit,jcb,JCB Young Debit,2020-10-14,2024-10-14,0,Active
3573613608888443,1705,Debit,jcb,JCB Young Debit,2006-10-18,2010-10-18,0,Expired
3548030190930370,9601,Debit,jcb,JCB Young Debit,2007-10-24,2011-10-24,0,Expired
2712786857687684,2629,Credit,mastercard,One World Mastercard,2019-04-08,2023-04-08,100288015,Expired
3509504303483995,5975,Debit,jcb,JCB Young Debit,2017-10-29,2021-10-29,0,Expired
2298600770113433,2481,Credit,mastercard,Mastercard Vàng,2019-09-15,2023-09-15,26585288,Expired
3596754079435687,7417,Debit,jcb,JCB Young Debit,2018-03-01,2022-03-01,0,Expired
2239851090011839,6723,Credit,mastercard,Mastercard Vàng,2017-07-27,2021-07-27,34856404,Expired
3575152724705403,9245,Debit,jcb,JCB Young Debit,2012-07-14,2016-07-14,0,Expired
2673342813894712,1532,Credit,mastercard,One World Mastercard,2007-07-03,2011-07-03,281335772,Expired
5280702990695828,4565,Credit,mastercard,Master Card Business World,2010-06-16,2014-06-16,454257851,Expired
5257031420651980,4553,Credit,mastercard,One World Mastercard,2010-04-10,2014-04-10,263101751,Expired
5114167778627991,1631,Credit,mastercard,One World Mastercard,2001-10-31,2005-10-31,458839054,Expired
3586065053685441,1143,Debit,jcb,JCB Young Debit,2023-08-02,2027-08-02,0,Active
3504565578361948,7800,Debit,jcb,JCB Young Debit,2021-05-19,2025-05-19,0,Active
2267334172358928,674,Credit,mastercard,One World Mastercard,2005-01-11,2009-01-11,467235869,Expired
3565242900696344,3407,Debit,jcb,JCB Young Debit,2025-02-05,2029-02-05,0,Active
2249075793942243,5909,Credit,mastercard,Master Card Business World,2017-01-31,2021-01-31,394841707,Expired
5519051934691946,6140,Credit,mastercard,Master Card Business World,2005-02-22,2009-02-22,225280875,Expired
3518110245168485,6804,Debit,jcb,JCB Young Debit,2018-11-04,2022-11-04,0,Expired
3578590450176199,2062,Debit,jcb,JCB Young Debit,2002-12-16,2006-12-16,0,Expired
2293009111005206,244,Credit,mastercard,Mastercard Vàng,2007-07-09,2011-07-09,28665041,Expired
3591602741175105,792,Debit,jcb,JCB Young Debit,2008-03-04,2012-03-04,0,Expired
2272279532687578,7222,Credit,mastercard,Mastercard Vàng,2004-05-30,2008-05-30,6462186,Expired
2248265597662979,7713,Credit,mastercard,One World Mastercard,2002-01-09,2006-01-09,382532779,Expired
2297003458738830,5087,Credit,mastercard,Mastercard Vàng,2018-08-08,2022-08-08,42521524,Expired
2700324073948823,7632,Credit,mastercard,Master Card Business World,2008-08-29,2012-08-29,242680291,Expired
3569142354770528,8939,Debit,jcb,JCB Young Debit,2014-03-30,2018-03-30,0,Expired
2226905649443920,8970,Credit,mastercard,One World Mastercard,2007-11-19,2011-11-19,192139229,Expired
5508717390032188,4126,Credit,mastercard,One World Mastercard,2016-10-22,2020-10-22,345735656,Expired
3550461609718566,7483,Debit,jcb,JCB Young Debit,2026-02-10,2030-02-10,0,Active
2279293673091295,1761,Credit,mastercard,Master Card Business World,2006-11-24,2010-11-24,325852654,Expired
3505652711486029,6400,Debit,jcb,JCB Young Debit,2025-01-12,2029-01-12,0,Active
2489172032251699,7771,Credit,mastercard,Mastercard Vàng,2006-02-04,2010-02-04,36708931,Expired
5544773278612241,4669,Credit,mastercard,Master Card Business World,2012-09-28,2016-09-28,486600827,Expired
3504876443648017,5227,Debit,jcb,JCB Young Debit,2024-04-20,2028-04-20,0,Active
2715301563001340,1663,Credit,mastercard,One World Mastercard,2015-11-19,2019-11-19,265505673,Expired
2299196815746831,5892,Credit,mastercard,Master Card Business World,2015-03-31,2019-03-31,327541585,Expired
3569960268598150,6859,Debit,jcb,JCB Young Debit,2013-04-07,2017-04-07,0,Expired
2296241210928510,1186,Credit,mastercard,Mastercard Vàng,2011-06-03,2015-06-03,18601724,Expired
3598016014860876,905,Debit,jcb,JCB Young Debit,2017-04-01,2021-04-01,0,Expired
3522581274565649,4312,Debit,jcb,JCB Young Debit,2026-04-12,2030-04-12,0,Active
3587491139033548,109,Debit,jcb,JCB Young Debit,2019-01-21,2023-01-21,0,Expired
3520937226078598,9336,Debit,jcb,JCB Young Debit,2005-04-25,2009-04-25,0,Expired
3504725749361637,2377,Debit,jcb,JCB Young Debit,2014-12-22,2018-12-22,0,Expired
3535627142923331,627,Debit,jcb,JCB Young Debit,2021-11-09,2025-11-09,0,Active
5460226830782432,2364,Credit,mastercard,Master Card Business World,2012-10-21,2016-10-21,231481869,Expired
3524267530569009,1370,Debit,jcb,JCB Young Debit,2015-01-26,2019-01-26,0,Expired
2484469003585229,8491,Credit,mastercard,Master Card Business World,2010-08-29,2014-08-29,255210868,Expired
3576193812187210,7574,Debit,jcb,JCB Young Debit,2002-04-06,2006-04-06,0,Expired
3519201666937521,3415,Debit,jcb,JCB Young Debit,2003-12-22,2007-12-22,0,Expired
2491869248473613,5553,Credit,mastercard,Mastercard Vàng,2021-11-17,2025-11-17,22679243,Active
2357518997360397,6452,Credit,mastercard,Mastercard Vàng,2020-06-17,2024-06-17,9402473,Expired
3554398159601519,7451,Debit,jcb,JCB Young Debit,2008-04-09,2012-04-09,0,Expired
3551035850409973,30,Debit,jcb,JCB Young Debit,2023-06-21,2027-06-21,0,Active
2443569475806779,263,Credit,mastercard,Mastercard Vàng,2013-06-02,2017-06-02,37226027,Expired
3570851619435134,4372,Debit,jcb,JCB Young Debit,2001-08-29,2005-08-29,0,Expired
2268546713100654,7379,Credit,mastercard,Mastercard Vàng,2011-11-09,2015-11-09,47690578,Expired
3591217421621763,8968,Debit,jcb,JCB Young Debit,2009-10-12,2013-10-12,0,Expired
3584442785220452,4225,Debit,jcb,JCB Young Debit,2011-01-02,2015-01-02,0,Expired
3523171500604922,1207,Debit,jcb,JCB Young Debit,2024-09-02,2028-09-02,0,Active
5522013649083798,272,Credit,mastercard,Master Card Business World,2023-04-03,2027-04-03,102575734,Active
3562020884013584,2129,Debit,jcb,JCB Young Debit,2024-07-01,2028-07-01,0,Active
3503623870664294,1128,Debit,jcb,JCB Young Debit,2005-05-28,2009-05-28,0,Expired
2709761698038764,9867,Credit,mastercard,Master Card Business World,2001-07-09,2005-07-09,285317694,Expired
3543057881959090,9284,Debit,jcb,JCB Young Debit,2000-08-28,2004-08-28,0,Expired
3509831210768063,9066,Debit,jcb,JCB Young Debit,2017-12-13,2021-12-13,0,Expired
3547498998319842,4992,Debit,jcb,JCB Young Debit,2007-04-08,2011-04-08,0,Expired
3512921126075409,4860,Debit,jcb,JCB Young Debit,2001-06-28,2005-06-28,0,Expired
3585074055458899,5990,Debit,jcb,JCB Young Debit,2017-05-06,2021-05-06,0,Expired
3571995184434854,6439,Debit,jcb,JCB Young Debit,2007-01-09,2011-01-09,0,Expired
3569251986982458,6476,Debit,jcb,JCB Young Debit,2026-05-18,2030-05-18,0,Active
5512831260127566,9795,Credit,mastercard,Master Card Business World,2015-02-10,2019-02-10,288534338,Expired
3519867699858668,8978,Debit,jcb,JCB Young Debit,2004-02-10,2008-02-10,0,Expired
2275225953805949,8648,Credit,mastercard,One World Mastercard,2019-11-19,2023-11-19,176393587,Expired
2720404710897066,4169,Credit,mastercard,Mastercard Vàng,2009-06-28,2013-06-28,21669734,Expired
2253843069082736,5481,Credit,mastercard,Mastercard Vàng,2000-02-25,2004-02-25,32276623,Expired
3551128295991422,6638,Debit,jcb,JCB Young Debit,2023-05-21,2027-05-21,0,Active
2704488114001797,2592,Credit,mastercard,Mastercard Vàng,2004-10-24,2008-10-24,31927770,Expired
5395065666794586,4279,Credit,mastercard,Mastercard Vàng,2012-12-24,2016-12-24,11827579,Expired
3568434821546149,1076,Debit,jcb,JCB Young Debit,2013-04-11,2017-04-11,0,Expired
2720435441649590,2338,Credit,mastercard,One World Mastercard,2021-08-22,2025-08-22,217257804,Active
3599840672366705,2609,Debit,jcb,JCB Young Debit,2002-07-27,2006-07-27,0,Expired
3516454226411833,6483,Debit,jcb,JCB Young Debit,2006-03-03,2010-03-03,0,Expired
2286740332410317,8291,Credit,mastercard,One World Mastercard,2007-06-19,2011-06-19,219211158,Expired
3508327632870364,9150,Debit,jcb,JCB Young Debit,2015-12-10,2019-12-10,0,Expired
2577128292719588,6411,Credit,mastercard,One World Mastercard,2008-03-06,2012-03-06,241562439,Expired
5383960336665295,5509,Credit,mastercard,One World Mastercard,2008-08-14,2012-08-14,330472704,Expired
2266163852464792,4187,Credit,mastercard,One World Mastercard,2022-08-24,2026-08-24,209082293,Active
2321366757051399,6112,Credit,mastercard,Master Card Business World,2019-11-18,2023-11-18,181964662,Expired
5249659067098791,9464,Credit,mastercard,Mastercard Vàng,2010-09-29,2014-09-29,45758332,Expired
3582914954079416,7067,Debit,jcb,JCB Young Debit,2023-08-26,2027-08-26,0,Active
3504414429182585,3544,Debit,jcb,JCB Young Debit,2024-03-17,2028-03-17,0,Active
2245498968202090,3062,Credit,mastercard,Mastercard Vàng,2018-08-09,2022-08-09,13680548,Expired
3533512877416598,9653,Debit,jcb,JCB Young Debit,2002-04-13,2006-04-13,0,Expired
2257953256190709,2624,Credit,mastercard,Mastercard Vàng,2024-03-14,2028-03-14,31441930,Active
2720117908950998,8798,Credit,mastercard,One World Mastercard,2007-09-19,2011-09-19,229256655,Expired
3595812500158269,550,Debit,jcb,JCB Young Debit,2023-10-21,2027-10-21,0,Active
3581815538602030,1211,Debit,jcb,JCB Young Debit,2025-12-04,2029-12-04,0,Active
5541419194235872,6307,Credit,mastercard,Master Card Business World,2003-09-09,2007-09-09,382223548,Expired
5552632374743392,1046,Credit,mastercard,Mastercard Vàng,2008-10-09,2012-10-09,22846114,Expired
3596956790231374,7544,Debit,jcb,JCB Young Debit,2013-07-19,2017-07-19,0,Expired
3585446474241280,2596,Debit,jcb,JCB Young Debit,2010-09-13,2014-09-13,0,Expired
3538453768001121,9165,Debit,jcb,JCB Young Debit,2021-03-18,2025-03-18,0,Active
5236275396725957,4831,Credit,mastercard,Master Card Business World,2025-10-10,2029-10-10,247022788,Active
2530245367332547,4341,Credit,mastercard,One World Mastercard,2010-06-23,2014-06-23,199107677,Expired
3568861085729161,3535,Debit,jcb,JCB Young Debit,2000-02-26,2004-02-26,0,Expired
3541651296622921,5227,Debit,jcb,JCB Young Debit,2004-05-08,2008-05-08,0,Expired
3514732949126644,3974,Debit,jcb,JCB Young Debit,2012-03-31,2016-03-31,0,Expired
2230865557393315,4037,Credit,mastercard,One World Mastercard,2005-10-06,2009-10-06,156708510,Expired
5451504406238158,2979,Credit,mastercard,One World Mastercard,2000-02-03,2004-02-03,66185370,Expired
3588954581625136,8740,Debit,jcb,JCB Young Debit,2003-09-09,2007-09-09,0,Expired
3589115728621672,8018,Debit,jcb,JCB Young Debit,2015-06-07,2019-06-07,0,Expired
5132692594256335,6515,Credit,mastercard,One World Mastercard,2024-05-03,2028-05-03,308009514,Active
2541060257322228,7313,Credit,mastercard,One World Mastercard,2024-12-21,2028-12-21,314870050,Active
2238645363744998,1405,Credit,mastercard,One World Mastercard,2015-07-21,2019-07-21,168328499,Expired
2298543407051180,386,Credit,mastercard,Master Card Business World,2008-02-16,2012-02-16,196332826,Expired
2719143455029161,9056,Credit,mastercard,Mastercard Vàng,2026-03-05,2030-03-05,9966692,Active
3535901178764681,9865,Debit,jcb,JCB Young Debit,2014-09-08,2018-09-08,0,Expired
2700802169759774,695,Credit,mastercard,Mastercard Vàng,2020-05-31,2024-05-31,26577586,Expired
2226344004894412,7851,Credit,mastercard,Master Card Business World,2021-03-23,2025-03-23,194941488,Active
3580106667459983,6010,Debit,jcb,JCB Young Debit,2026-09-09,2030-09-09,0,Active
2231967481041249,9378,Credit,mastercard,One World Mastercard,2004-06-20,2008-06-20,216871342,Expired
2257391602870049,6811,Credit,mastercard,Mastercard Vàng,2009-10-02,2013-10-02,7168605,Expired
2374143938351865,2509,Credit,mastercard,One World Mastercard,2007-03-23,2011-03-23,417278129,Expired
2231233556146219,6610,Credit,mastercard,Mastercard Vàng,2024-11-15,2028-11-15,26092884,Active
3532725123595715,385,Debit,jcb,JCB Young Debit,2011-12-27,2015-12-27,0,Expired
5172230134547649,1629,Credit,mastercard,Mastercard Vàng,2024-02-05,2028-02-05,37286971,Active
3597088483239644,4393,Debit,jcb,JCB Young Debit,2002-10-22,2006-10-22,0,Expired
3534116493792223,9897,Debit,jcb,JCB Young Debit,2025-05-01,2029-05-01,0,Active
5518684911067895,6098,Credit,mastercard,One World Mastercard,2024-11-25,2028-11-25,465825133,Active
2583386518895044,3522,Credit,mastercard,Mastercard Vàng,2010-08-25,2014-08-25,21825818,Expired
3556522503222841,6070,Debit,jcb,JCB Young Debit,2026-03-30,2030-03-30,0,Active
5298871170228203,7106,Credit,mastercard,One World Mastercard,2019-10-30,2023-10-30,369247564,Expired
3540035903719661,5071,Debit,jcb,JCB Young Debit,2004-12-17,2008-12-17,0,Expired
3536877568492977,4194,Debit,jcb,JCB Young Debit,2026-02-08,2030-02-08,0,Active
3565865449841334,9522,Debit,jcb,JCB Young Debit,2004-11-19,2008-11-19,0,Expired
3558093110881823,1256,Debit,jcb,JCB Young Debit,2012-09-23,2016-09-23,0,Expired
2259499148032327,7119,Credit,mastercard,Mastercard Vàng,2016-11-17,2020-11-17,12979581,Expired
3571884970859666,6684,Debit,jcb,JCB Young Debit,2006-12-23,2010-12-23,0,Expired
2713779516830455,965,Credit,mastercard,Master Card Business World,2022-07-22,2026-07-22,439875831,Active
2709065217594731,782,Credit,mastercard,Mastercard Vàng,2020-10-17,2024-10-17,41943729,Active
3544297450536262,4068,Debit,jcb,JCB Young Debit,2022-06-17,2026-06-17,0,Active
2462637631974017,5122,Credit,mastercard,Master Card Business World,2019-11-25,2023-11-25,423075722,Expired
2502138922086399,5472,Credit,mastercard,Master Card Business World,2013-01-04,2017-01-04,454290398,Expired
2365722828634604,3026,Credit,mastercard,One World Mastercard,2004-03-17,2008-03-17,309396328,Expired
5455547751835215,1657,Credit,mastercard,Mastercard Vàng,2000-06-24,2004-06-24,23062014,Expired
2232791194546610,3891,Credit,mastercard,Mastercard Vàng,2009-05-24,2013-05-24,13136344,Expired
3582074474967044,9525,Debit,jcb,JCB Young Debit,2018-01-03,2022-01-03,0,Expired
2267562030231677,9290,Credit,mastercard,Master Card Business World,2025-04-27,2029-04-27,488303106,Active
3538054024156236,9218,Debit,jcb,JCB Young Debit,2002-12-25,2006-12-25,0,Expired
3587606533206552,7263,Debit,jcb,JCB Young Debit,2014-03-28,2018-03-28,0,Expired
3549794577782410,399,Debit,jcb,JCB Young Debit,2000-06-23,2004-06-23,0,Expired
5431353255468051,6241,Credit,mastercard,Master Card Business World,2012-01-18,2016-01-18,269735872,Expired
3538057505994421,8353,Debit,jcb,JCB Young Debit,2022-11-17,2026-11-17,0,Active
3564909850116967,2862,Debit,jcb,JCB Young Debit,2017-01-29,2021-01-29,0,Expired
2486958603347806,9086,Credit,mastercard,Master Card Business World,2001-01-28,2005-01-28,193221696,Expired
3590401841478126,3967,Debit,jcb,JCB Young Debit,2025-03-25,2029-03-25,0,Active
3520523368455859,6429,Debit,jcb,JCB Young Debit,2009-06-20,2013-06-20,0,Expired
2371892022443581,4069,Credit,mastercard,Master Card Business World,2026-01-17,2030-01-17,109260962,Active
2703322664379355,8727,Credit,mastercard,One World Mastercard,2024-10-08,2028-10-08,466008327,Active
2297181978963375,8003,Credit,mastercard,Master Card Business World,2007-08-15,2011-08-15,377153689,Expired
3546465157900879,3347,Debit,jcb,JCB Young Debit,2021-01-02,2025-01-02,0,Active
3524752322853257,8251,Debit,jcb,JCB Young Debit,2013-03-01,2017-03-01,0,Expired
2276526032755883,3233,Credit,mastercard,Master Card Business World,2014-12-14,2018-12-14,202685966,Expired
3588136503243269,2652,Debit,jcb,JCB Young Debit,2001-11-06,2005-11-06,0,Expired
2262492086900592,7392,Credit,mastercard,Mastercard Vàng,2001-09-11,2005-09-11,26734798,Expired
2671234344345151,6442,Credit,mastercard,Mastercard Vàng,2023-12-24,2027-12-24,24944808,Active
2270036264182703,6364,Credit,mastercard,Mastercard Vàng,2008-06-16,2012-06-16,7234250,Expired
3503149354533227,2416,Debit,jcb,JCB Young Debit,2007-10-13,2011-10-13,0,Expired
2249044036119209,612,Credit,mastercard,One World Mastercard,2021-05-24,2025-05-24,97915494,Active
2711655047207268,2425,Credit,mastercard,Mastercard Vàng,2011-07-24,2015-07-24,6616680,Expired
3555822014414049,8158,Debit,jcb,JCB Young Debit,2011-02-27,2015-02-27,0,Expired
3528212637897552,9655,Debit,jcb,JCB Young Debit,2023-03-13,2027-03-13,0,Active
3528361994763087,9110,Debit,jcb,JCB Young Debit,2021-12-27,2025-12-27,0,Active
3548870479875493,5353,Debit,jcb,JCB Young Debit,2021-04-23,2025-04-23,0,Active
2288673333996356,8351,Credit,mastercard,Mastercard Vàng,2023-03-20,2027-03-20,12151588,Active
3571642886778473,614,Debit,jcb,JCB Young Debit,2000-08-18,2004-08-18,0,Expired
2225869301330604,3668,Credit,mastercard,One World Mastercard,2017-03-21,2021-03-21,190523393,Expired
3530898031800345,6583,Debit,jcb,JCB Young Debit,2001-12-26,2005-12-26,0,Expired
3577380420524582,9828,Debit,jcb,JCB Young Debit,2001-01-08,2005-01-08,0,Expired
2716060313305430,123,Credit,mastercard,Master Card Business World,2002-03-09,2006-03-09,455687207,Expired
5493866260188732,1675,Credit,mastercard,Mastercard Vàng,2023-11-15,2027-11-15,42027993,Active
2233908858689952,6312,Credit,mastercard,One World Mastercard,2002-06-10,2006-06-10,225962690,Expired
3542521562943203,5100,Debit,jcb,JCB Young Debit,2012-08-29,2016-08-29,0,Expired
2227905504515928,9730,Credit,mastercard,Master Card Business World,2019-01-24,2023-01-24,114857492,Expired
3587641128166721,1438,Debit,jcb,JCB Young Debit,2025-09-26,2029-09-26,0,Active
2291398491955821,9963,Credit,mastercard,Master Card Business World,2000-10-28,2004-10-28,249850060,Expired
5543986613335523,2715,Credit,mastercard,One World Mastercard,2026-06-16,2030-06-16,197753816,Active
2332439149728540,2817,Credit,mastercard,One World Mastercard,2014-10-28,2018-10-28,137691533,Expired
3578484950502288,7421,Debit,jcb,JCB Young Debit,2019-05-05,2023-05-05,0,Expired
2343911571912294,90,Credit,mastercard,Mastercard Vàng,2023-09-01,2027-09-01,20602139,Active
3543362541912467,3874,Debit,jcb,JCB Young Debit,2020-12-28,2024-12-28,0,Active
3508098155198778,8088,Debit,jcb,JCB Young Debit,2022-04-20,2026-04-20,0,Active
3548129730651510,6135,Debit,jcb,JCB Young Debit,2011-03-16,2015-03-16,0,Expired
2252394703058295,5320,Credit,mastercard,Mastercard Vàng,2024-07-07,2028-07-07,35214196,Active
3579022588283464,1371,Debit,jcb,JCB Young Debit,2012-09-07,2016-09-07,0,Expired
2296063923874942,9563,Credit,mastercard,One World Mastercard,2016-12-06,2020-12-06,418626851,Expired
3536140195366944,7747,Debit,jcb,JCB Young Debit,2025-09-19,2029-09-19,0,Active
3504091592065977,955,Debit,jcb,JCB Young Debit,2011-01-17,2015-01-17,0,Expired
3508165488495864,3264,Debit,jcb,JCB Young Debit,2005-11-23,2009-11-23,0,Expired
3560372834981614,5055,Debit,jcb,JCB Young Debit,2012-12-17,2016-12-17,0,Expired
3566041482746215,4526,Debit,jcb,JCB Young Debit,2018-12-19,2022-12-19,0,Expired
5144336505932941,66,Credit,mastercard,One World Mastercard,2024-08-31,2028-08-31,347644853,Active
3553679353661180,6821,Debit,jcb,JCB Young Debit,2015-08-13,2019-08-13,0,Expired
2221131849383718,5418,Credit,mastercard,Master Card Business World,2015-01-17,2019-01-17,244153548,Expired
3517113184812023,4175,Debit,jcb,JCB Young Debit,2015-08-11,2019-08-11,0,Expired
3571245356247761,1250,Debit,jcb,JCB Young Debit,2006-05-13,2010-05-13,0,Expired
3548275216882184,1494,Debit,jcb,JCB Young Debit,2002-06-13,2006-06-13,0,Expired
3571031553803022,4005,Debit,jcb,JCB Young Debit,2024-09-03,2028-09-03,0,Active
3576095822317010,6298,Debit,jcb,JCB Young Debit,2012-11-10,2016-11-10,0,Expired
3510430281716478,396,Debit,jcb,JCB Young Debit,2008-10-21,2012-10-21,0,Expired
2246790978165302,6258,Credit,mastercard,Master Card Business World,2011-09-13,2015-09-13,53501778,Expired
3521391914877615,2351,Debit,jcb,JCB Young Debit,2008-05-11,2012-05-11,0,Expired
2246845586112284,8412,Credit,mastercard,One World Mastercard,2018-01-15,2022-01-15,277321193,Expired
3502748160671518,9382,Debit,jcb,JCB Young Debit,2003-01-31,2007-01-31,0,Expired
2225597545584435,6421,Credit,mastercard,One World Mastercard,2005-12-20,2009-12-20,468578067,Expired
2289761806370412,8705,Credit,mastercard,Mastercard Vàng,2021-10-03,2025-10-03,49548419,Active
3502771202599885,9636,Debit,jcb,JCB Young Debit,2002-10-31,2006-10-31,0,Expired
3561200409749810,7705,Debit,jcb,JCB Young Debit,2014-09-22,2018-09-22,0,Expired
2241013439399815,8513,Credit,mastercard,Mastercard Vàng,2000-05-27,2004-05-27,35982282,Expired
2252444335152121,2527,Credit,mastercard,Mastercard Vàng,2026-08-26,2030-08-26,25186722,Active
3539564102223061,1731,Debit,jcb,JCB Young Debit,2012-05-09,2016-05-09,0,Expired
3588573546399734,4512,Debit,jcb,JCB Young Debit,2012-01-17,2016-01-17,0,Expired
5574469714900489,3462,Credit,mastercard,Master Card Business World,2022-01-13,2026-01-13,155481046,Active
3565605831308496,9771,Debit,jcb,JCB Young Debit,2018-03-24,2022-03-24,0,Expired
5521203813279683,3647,Credit,mastercard,One World Mastercard,2015-09-20,2019-09-20,372828750,Expired
5174936573224270,4158,Credit,mastercard,Master Card Business World,2000-01-10,2004-01-10,456612899,Expired
5107325383390723,3953,Credit,mastercard,Master Card Business World,2003-10-09,2007-10-09,379029791,Expired
3557836096097918,8519,Debit,jcb,JCB Young Debit,2008-07-19,2012-07-19,0,Expired
3553443187946295,4285,Debit,jcb,JCB Young Debit,2023-01-16,2027-01-16,0,Active
3518672395347730,3488,Debit,jcb,JCB Young Debit,2010-04-29,2014-04-29,0,Expired
2244036834418671,3577,Credit,mastercard,Mastercard Vàng,2011-02-04,2015-02-04,29504750,Expired
3508752829865259,6480,Debit,jcb,JCB Young Debit,2015-07-25,2019-07-25,0,Expired
3562717559098978,2350,Debit,jcb,JCB Young Debit,2006-11-08,2010-11-08,0,Expired
3506959269373510,1833,Debit,jcb,JCB Young Debit,2010-06-29,2014-06-29,0,Expired
3580204676467764,4366,Debit,jcb,JCB Young Debit,2017-12-24,2021-12-24,0,Expired
3524510403203754,4027,Debit,jcb,JCB Young Debit,2007-08-06,2011-08-06,0,Expired
2296274884228750,8782,Credit,mastercard,Mastercard Vàng,2023-08-15,2027-08-15,15470279,Active
3520618802404180,1737,Debit,jcb,JCB Young Debit,2022-08-24,2026-08-24,0,Active
2625434891018675,402,Credit,mastercard,Mastercard Vàng,2013-02-21,2017-02-21,49322843,Expired
